timestamp,zone_id,zone_type,month,day_of_week,hour,season,is_festival,festival_name,waste_generated_kg,fill_level
2023-01-02 18:00:00,5,residential,1,0,18,winter,0,None,118.6,7.9
2023-01-02 18:00:00,6,commercial,1,0,18,winter,0,None,184.6,12.3
2023-01-02 22:00:00,1,commercial,1,0,22,winter,0,None,148.9,9.9
2023-01-02 22:00:00,2,residential,1,0,22,winter,0,None,56.6,3.8
2023-01-02 22:00:00,3,market,1,0,22,winter,0,None,318.0,21.2
2023-01-02 22:00:00,4,industrial,1,0,22,winter,0,None,101.6,6.8
2023-01-02 22:00:00,5,residential,1,0,22,winter,0,None,76.4,5.1
2023-01-02 22:00:00,6,commercial,1,0,22,winter,0,None,211.3,14.1
2023-01-03 06:00:00,1,commercial,1,1,6,winter,0,None,93.7,6.2
2023-01-03 06:00:00,2,residential,1,1,6,winter,0,None,82.4,5.5
2023-01-03 06:00:00,3,market,1,1,6,winter,0,None,148.0,9.9
2023-01-03 06:00:00,4,industrial,1,1,6,winter,0,None,109.5,7.3
2023-01-03 06:00:00,5,residential,1,1,6,winter,0,None,118.2,7.9
2023-01-03 06:00:00,6,commercial,1,1,6,winter,0,None,126.4,8.4
2023-01-03 12:00:00,1,commercial,1,1,12,winter,0,None,84.1,5.6
2023-01-03 12:00:00,2,residential,1,1,12,winter,0,None,55.0,3.7
2023-01-03 12:00:00,3,market,1,1,12,winter,0,None,158.3,10.6
2023-01-03 12:00:00,4,industrial,1,1,12,winter,0,None,125.4,8.4
2023-01-03 12:00:00,5,residential,1,1,12,winter,0,None,86.1,5.7
2023-01-03 12:00:00,6,commercial,1,1,12,winter,0,None,104.7,7.0
2023-01-03 18:00:00,1,commercial,1,1,18,winter,0,None,113.7,7.6
2023-01-03 18:00:00,2,residential,1,1,18,winter,0,None,91.9,6.1
2023-01-03 18:00:00,3,market,1,1,18,winter,0,None,243.5,16.2
2023-01-03 18:00:00,4,industrial,1,1,18,winter,0,None,184.2,12.3
2023-01-03 18:00:00,5,residential,1,1,18,winter,0,None,96.2,6.4
2023-01-03 18:00:00,6,commercial,1,1,18,winter,0,None,143.3,9.6
2023-01-03 22:00:00,1,commercial,1,1,22,winter,0,None,136.2,9.1
2023-01-03 22:00:00,2,residential,1,1,22,winter,0,None,55.1,3.7
2023-01-03 22:00:00,3,market,1,1,22,winter,0,None,384.6,25.6
2023-01-03 22:00:00,4,industrial,1,1,22,winter,0,None,135.7,9.0
2023-01-03 22:00:00,5,residential,1,1,22,winter,0,None,78.9,5.3
2023-01-03 22:00:00,6,commercial,1,1,22,winter,0,None,181.4,12.1
2023-01-04 06:00:00,1,commercial,1,2,6,winter,0,None,92.9,6.2
2023-01-04 06:00:00,2,residential,1,2,6,winter,0,None,91.0,6.1
2023-01-04 06:00:00,3,market,1,2,6,winter,0,None,193.8,12.9
2023-01-04 06:00:00,4,industrial,1,2,6,winter,0,None,105.7,7.0
2023-01-04 06:00:00,5,residential,1,2,6,winter,0,None,93.5,6.2
2023-01-04 06:00:00,6,commercial,1,2,6,winter,0,None,105.5,7.0
2023-01-04 12:00:00,1,commercial,1,2,12,winter,0,None,94.0,6.3
2023-01-04 12:00:00,2,residential,1,2,12,winter,0,None,48.3,3.2
2023-01-04 12:00:00,3,market,1,2,12,winter,0,None,205.5,13.7
2023-01-04 12:00:00,4,industrial,1,2,12,winter,0,None,139.7,9.3
2023-01-04 12:00:00,5,residential,1,2,12,winter,0,None,68.6,4.6
2023-01-04 12:00:00,6,commercial,1,2,12,winter,0,None,102.6,6.8
2023-01-04 18:00:00,1,commercial,1,2,18,winter,0,None,112.4,7.5
2023-01-04 18:00:00,2,residential,1,2,18,winter,0,None,103.2,6.9
2023-01-04 18:00:00,3,market,1,2,18,winter,0,None,272.7,18.2
2023-01-04 18:00:00,4,industrial,1,2,18,winter,0,None,190.0,12.7
2023-01-04 18:00:00,5,residential,1,2,18,winter,0,None,90.6,6.0
2023-01-04 18:00:00,6,commercial,1,2,18,winter,0,None,152.3,10.2
2023-01-04 22:00:00,1,commercial,1,2,22,winter,0,None,178.3,11.9
2023-01-04 22:00:00,2,residential,1,2,22,winter,0,None,56.6,3.8
2023-01-04 22:00:00,3,market,1,2,22,winter,0,None,269.2,17.9
2023-01-04 22:00:00,4,industrial,1,2,22,winter,0,None,109.3,7.3
2023-01-04 22:00:00,5,residential,1,2,22,winter,0,None,62.3,4.2
2023-01-04 22:00:00,6,commercial,1,2,22,winter,0,None,196.4,13.1
2023-01-05 06:00:00,1,commercial,1,3,6,winter,0,None,89.2,5.9
2023-01-05 06:00:00,2,residential,1,3,6,winter,0,None,88.6,5.9
2023-01-05 06:00:00,3,market,1,3,6,winter,0,None,200.6,13.4
2023-01-05 06:00:00,4,industrial,1,3,6,winter,0,None,142.6,9.5
2023-01-05 06:00:00,5,residential,1,3,6,winter,0,None,81.8,5.5
2023-01-05 06:00:00,6,commercial,1,3,6,winter,0,None,116.5,7.8
2023-01-05 12:00:00,1,commercial,1,3,12,winter,0,None,106.7,7.1
2023-01-05 12:00:00,2,residential,1,3,12,winter,0,None,56.2,3.7
2023-01-05 12:00:00,3,market,1,3,12,winter,0,None,175.2,11.7
2023-01-05 12:00:00,4,industrial,1,3,12,winter,0,None,137.8,9.2
2023-01-05 12:00:00,5,residential,1,3,12,winter,0,None,80.5,5.4
2023-01-05 12:00:00,6,commercial,1,3,12,winter,0,None,102.3,6.8
2023-01-05 18:00:00,1,commercial,1,3,18,winter,0,None,108.7,7.2
2023-01-05 18:00:00,2,residential,1,3,18,winter,0,None,105.0,7.0
2023-01-05 18:00:00,3,market,1,3,18,winter,0,None,235.3,15.7
2023-01-05 18:00:00,4,industrial,1,3,18,winter,0,None,155.8,10.4
2023-01-05 18:00:00,5,residential,1,3,18,winter,0,None,109.6,7.3
2023-01-05 18:00:00,6,commercial,1,3,18,winter,0,None,155.8,10.4
2023-01-05 22:00:00,1,commercial,1,3,22,winter,0,None,134.7,9.0
2023-01-05 22:00:00,2,residential,1,3,22,winter,0,None,52.6,3.5
2023-01-05 22:00:00,3,market,1,3,22,winter,0,None,328.2,21.9
2023-01-05 22:00:00,4,industrial,1,3,22,winter,0,None,122.1,8.1
2023-01-05 22:00:00,5,residential,1,3,22,winter,0,None,82.7,5.5
2023-01-05 22:00:00,6,commercial,1,3,22,winter,0,None,220.8,14.7
2023-01-06 06:00:00,1,commercial,1,4,6,winter,0,None,79.6,5.3
2023-01-06 06:00:00,2,residential,1,4,6,winter,0,None,80.8,5.4
2023-01-06 06:00:00,3,market,1,4,6,winter,0,None,191.9,12.8
2023-01-06 06:00:00,4,industrial,1,4,6,winter,0,None,120.5,8.0
2023-01-06 06:00:00,5,residential,1,4,6,winter,0,None,102.4,6.8
2023-01-06 06:00:00,6,commercial,1,4,6,winter,0,None,105.8,7.1
2023-01-06 12:00:00,1,commercial,1,4,12,winter,0,None,78.5,5.2
2023-01-06 12:00:00,2,residential,1,4,12,winter,0,None,63.5,4.2
2023-01-06 12:00:00,3,market,1,4,12,winter,0,None,167.1,11.1
2023-01-06 12:00:00,4,industrial,1,4,12,winter,0,None,129.1,8.6
2023-01-06 12:00:00,5,residential,1,4,12,winter,0,None,70.8,4.7
2023-01-06 12:00:00,6,commercial,1,4,12,winter,0,None,96.2,6.4
2023-01-06 18:00:00,1,commercial,1,4,18,winter,0,None,141.9,9.5
2023-01-06 18:00:00,2,residential,1,4,18,winter,0,None,81.7,5.4
2023-01-06 18:00:00,3,market,1,4,18,winter,0,None,230.6,15.4
2023-01-06 18:00:00,4,industrial,1,4,18,winter,0,None,200.0,13.3
2023-01-06 18:00:00,5,residential,1,4,18,winter,0,None,86.5,5.8
2023-01-06 18:00:00,6,commercial,1,4,18,winter,0,None,145.0,9.7
2023-01-06 22:00:00,1,commercial,1,4,22,winter,0,None,176.7,11.8
2023-01-06 22:00:00,2,residential,1,4,22,winter,0,None,59.9,4.0
2023-01-06 22:00:00,3,market,1,4,22,winter,0,None,316.0,21.1
2023-01-06 22:00:00,4,industrial,1,4,22,winter,0,None,125.1,8.3
2023-01-06 22:00:00,5,residential,1,4,22,winter,0,None,67.7,4.5
2023-01-06 22:00:00,6,commercial,1,4,22,winter,0,None,166.4,11.1
2023-01-07 06:00:00,1,commercial,1,5,6,winter,0,None,117.1,7.8
2023-01-07 06:00:00,2,residential,1,5,6,winter,0,None,86.1,5.7
2023-01-07 06:00:00,3,market,1,5,6,winter,0,None,149.0,9.9
2023-01-07 06:00:00,4,industrial,1,5,6,winter,0,None,65.0,4.3
2023-01-07 06:00:00,5,residential,1,5,6,winter,0,None,104.1,6.9
2023-01-07 06:00:00,6,commercial,1,5,6,winter,0,None,188.6,12.6
2023-01-07 12:00:00,1,commercial,1,5,12,winter,0,None,113.1,7.5
2023-01-07 12:00:00,2,residential,1,5,12,winter,0,None,65.1,4.3
2023-01-07 12:00:00,3,market,1,5,12,winter,0,None,203.9,13.6
2023-01-07 12:00:00,4,industrial,1,5,12,winter,0,None,50.2,3.3
2023-01-07 12:00:00,5,residential,1,5,12,winter,0,None,78.2,5.2
2023-01-07 12:00:00,6,commercial,1,5,12,winter,0,None,143.9,9.6
2023-01-07 18:00:00,1,commercial,1,5,18,winter,0,None,213.4,14.2
2023-01-07 18:00:00,2,residential,1,5,18,winter,0,None,84.1,5.6
2023-01-07 18:00:00,3,market,1,5,18,winter,0,None,303.7,20.2
2023-01-07 18:00:00,4,industrial,1,5,18,winter,0,None,89.6,6.0
2023-01-07 18:00:00,5,residential,1,5,18,winter,0,None,98.4,6.6
2023-01-07 18:00:00,6,commercial,1,5,18,winter,0,None,275.8,18.4
2023-01-07 22:00:00,1,commercial,1,5,22,winter,0,None,198.5,13.2
2023-01-07 22:00:00,2,residential,1,5,22,winter,0,None,57.7,3.8
2023-01-07 22:00:00,3,market,1,5,22,winter,0,None,368.8,24.6
2023-01-07 22:00:00,4,industrial,1,5,22,winter,0,None,64.5,4.3
2023-01-07 22:00:00,5,residential,1,5,22,winter,0,None,75.0,5.0
2023-01-07 22:00:00,6,commercial,1,5,22,winter,0,None,290.7,19.4
2023-01-08 06:00:00,1,commercial,1,6,6,winter,0,None,116.7,7.8
2023-01-08 06:00:00,2,residential,1,6,6,winter,0,None,93.9,6.3
2023-01-08 06:00:00,3,market,1,6,6,winter,0,None,210.8,14.1
2023-01-08 06:00:00,4,industrial,1,6,6,winter,0,None,66.2,4.4
2023-01-08 06:00:00,5,residential,1,6,6,winter,0,None,113.6,7.6
2023-01-08 06:00:00,6,commercial,1,6,6,winter,0,None,176.7,11.8
2023-01-08 12:00:00,1,commercial,1,6,12,winter,0,None,153.4,10.2
2023-01-08 12:00:00,2,residential,1,6,12,winter,0,None,68.5,4.6
2023-01-08 12:00:00,3,market,1,6,12,winter,0,None,155.0,10.3
2023-01-08 12:00:00,4,industrial,1,6,12,winter,0,None,61.2,4.1
2023-01-08 12:00:00,5,residential,1,6,12,winter,0,None,74.1,4.9
2023-01-08 12:00:00,6,commercial,1,6,12,winter,0,None,166.0,11.1
2023-01-08 18:00:00,1,commercial,1,6,18,winter,0,None,174.4,11.6
2023-01-08 18:00:00,2,residential,1,6,18,winter,0,None,105.0,7.0
2023-01-08 18:00:00,3,market,1,6,18,winter,0,None,250.9,16.7
2023-01-08 18:00:00,4,industrial,1,6,18,winter,0,None,104.9,7.0
2023-01-08 18:00:00,5,residential,1,6,18,winter,0,None,112.7,7.5
2023-01-08 18:00:00,6,commercial,1,6,18,winter,0,None,290.0,19.3
2023-01-08 22:00:00,1,commercial,1,6,22,winter,0,None,210.0,14.0
2023-01-08 22:00:00,2,residential,1,6,22,winter,0,None,52.6,3.5
2023-01-08 22:00:00,3,market,1,6,22,winter,0,None,316.0,21.1
2023-01-08 22:00:00,4,industrial,1,6,22,winter,0,None,71.8,4.8
2023-01-08 22:00:00,5,residential,1,6,22,winter,0,None,74.0,4.9
2023-01-08 22:00:00,6,commercial,1,6,22,winter,0,None,243.1,16.2
2023-01-09 06:00:00,1,commercial,1,0,6,winter,0,None,100.0,6.7
2023-01-09 06:00:00,2,residential,1,0,6,winter,0,None,84.7,5.6
2023-01-09 06:00:00,3,market,1,0,6,winter,0,None,201.9,13.5
2023-01-09 06:00:00,4,industrial,1,0,6,winter,0,None,103.0,6.9
2023-01-09 06:00:00,5,residential,1,0,6,winter,0,None,84.1,5.6
2023-01-09 06:00:00,6,commercial,1,0,6,winter,0,None,112.5,7.5
2023-01-09 12:00:00,1,commercial,1,0,12,winter,0,None,81.0,5.4
2023-01-09 12:00:00,2,residential,1,0,12,winter,0,None,70.0,4.7
2023-01-09 12:00:00,3,market,1,0,12,winter,0,None,178.1,11.9
2023-01-09 12:00:00,4,industrial,1,0,12,winter,0,None,138.4,9.2
2023-01-09 12:00:00,5,residential,1,0,12,winter,0,None,74.7,5.0
2023-01-09 12:00:00,6,commercial,1,0,12,winter,0,None,108.6,7.2
2023-01-09 18:00:00,1,commercial,1,0,18,winter,0,None,127.2,8.5
2023-01-09 18:00:00,2,residential,1,0,18,winter,0,None,89.7,6.0
2023-01-09 18:00:00,3,market,1,0,18,winter,0,None,270.2,18.0
2023-01-09 18:00:00,4,industrial,1,0,18,winter,0,None,185.1,12.3
2023-01-09 18:00:00,5,residential,1,0,18,winter,0,None,111.4,7.4
2023-01-09 18:00:00,6,commercial,1,0,18,winter,0,None,135.4,9.0
2023-01-09 22:00:00,1,commercial,1,0,22,winter,0,None,164.2,10.9
2023-01-09 22:00:00,2,residential,1,0,22,winter,0,None,56.1,3.7
2023-01-09 22:00:00,3,market,1,0,22,winter,0,None,358.6,23.9
2023-01-09 22:00:00,4,industrial,1,0,22,winter,0,None,120.0,8.0
2023-01-09 22:00:00,5,residential,1,0,22,winter,0,None,63.2,4.2
2023-01-09 22:00:00,6,commercial,1,0,22,winter,0,None,156.7,10.4
2023-01-10 06:00:00,1,commercial,1,1,6,winter,0,None,81.3,5.4
2023-01-10 06:00:00,2,residential,1,1,6,winter,0,None,77.3,5.2
2023-01-10 06:00:00,3,market,1,1,6,winter,0,None,146.3,9.8
2023-01-10 06:00:00,4,industrial,1,1,6,winter,0,None,96.4,6.4
2023-01-10 06:00:00,5,residential,1,1,6,winter,0,None,107.6,7.2
2023-01-10 06:00:00,6,commercial,1,1,6,winter,0,None,95.9,6.4
2023-01-10 12:00:00,1,commercial,1,1,12,winter,0,None,90.6,6.0
2023-01-10 12:00:00,2,residential,1,1,12,winter,0,None,60.8,4.1
2023-01-10 12:00:00,3,market,1,1,12,winter,0,None,184.5,12.3
2023-01-10 12:00:00,4,industrial,1,1,12,winter,0,None,144.0,9.6
2023-01-10 12:00:00,5,residential,1,1,12,winter,0,None,67.7,4.5
2023-01-10 12:00:00,6,commercial,1,1,12,winter,0,None,105.8,7.1
2023-01-10 18:00:00,1,commercial,1,1,18,winter,0,None,112.8,7.5
2023-01-10 18:00:00,2,residential,1,1,18,winter,0,None,77.9,5.2
2023-01-10 18:00:00,3,market,1,1,18,winter,0,None,261.9,17.5
2023-01-10 18:00:00,4,industrial,1,1,18,winter,0,None,193.0,12.9
2023-01-10 18:00:00,5,residential,1,1,18,winter,0,None,124.4,8.3
2023-01-10 18:00:00,6,commercial,1,1,18,winter,0,None,141.6,9.4
2023-01-10 22:00:00,1,commercial,1,1,22,winter,0,None,138.0,9.2
2023-01-10 22:00:00,2,residential,1,1,22,winter,0,None,61.7,4.1
2023-01-10 22:00:00,3,market,1,1,22,winter,0,None,270.5,18.0
2023-01-10 22:00:00,4,industrial,1,1,22,winter,0,None,116.5,7.8
2023-01-10 22:00:00,5,residential,1,1,22,winter,0,None,61.2,4.1
2023-01-10 22:00:00,6,commercial,1,1,22,winter,0,None,218.2,14.5
2023-01-11 06:00:00,1,commercial,1,2,6,winter,0,None,85.8,5.7
2023-01-11 06:00:00,2,residential,1,2,6,winter,0,None,71.1,4.7
2023-01-11 06:00:00,3,market,1,2,6,winter,0,None,151.0,10.1
2023-01-11 06:00:00,4,industrial,1,2,6,winter,0,None,139.4,9.3
2023-01-11 06:00:00,5,residential,1,2,6,winter,0,None,96.3,6.4
2023-01-11 06:00:00,6,commercial,1,2,6,winter,0,None,120.0,8.0
2023-01-11 12:00:00,1,commercial,1,2,12,winter,0,None,75.9,5.1
2023-01-11 12:00:00,2,residential,1,2,12,winter,0,None,56.9,3.8
2023-01-11 12:00:00,3,market,1,2,12,winter,0,None,163.1,10.9
2023-01-11 12:00:00,4,industrial,1,2,12,winter,0,None,113.7,7.6
2023-01-11 12:00:00,5,residential,1,2,12,winter,0,None,80.8,5.4
2023-01-11 12:00:00,6,commercial,1,2,12,winter,0,None,126.5,8.4
2023-01-11 18:00:00,1,commercial,1,2,18,winter,0,None,127.4,8.5
2023-01-11 18:00:00,2,residential,1,2,18,winter,0,None,88.8,5.9
2023-01-11 18:00:00,3,market,1,2,18,winter,0,None,220.3,14.7
2023-01-11 18:00:00,4,industrial,1,2,18,winter,0,None,196.7,13.1
2023-01-11 18:00:00,5,residential,1,2,18,winter,0,None,114.2,7.6
2023-01-11 18:00:00,6,commercial,1,2,18,winter,0,None,183.1,12.2
2023-01-11 22:00:00,1,commercial,1,2,22,winter,0,None,154.8,10.3
2023-01-11 22:00:00,2,residential,1,2,22,winter,0,None,69.1,4.6
2023-01-11 22:00:00,3,market,1,2,22,winter,0,None,272.3,18.2
2023-01-11 22:00:00,4,industrial,1,2,22,winter,0,None,105.6,7.0
2023-01-11 22:00:00,5,residential,1,2,22,winter,0,None,82.8,5.5
2023-01-11 22:00:00,6,commercial,1,2,22,winter,0,None,191.7,12.8
2023-01-12 06:00:00,1,commercial,1,3,6,winter,0,None,87.4,5.8
2023-01-12 06:00:00,2,residential,1,3,6,winter,0,None,74.5,5.0
2023-01-12 06:00:00,3,market,1,3,6,winter,0,None,184.5,12.3
2023-01-12 06:00:00,4,industrial,1,3,6,winter,0,None,131.6,8.8
2023-01-12 06:00:00,5,residential,1,3,6,winter,0,None,93.9,6.3
2023-01-12 06:00:00,6,commercial,1,3,6,winter,0,None,96.5,6.4
2023-01-12 12:00:00,1,commercial,1,3,12,winter,0,None,108.0,7.2
2023-01-12 12:00:00,2,residential,1,3,12,winter,0,None,54.2,3.6
2023-01-12 12:00:00,3,market,1,3,12,winter,0,None,155.5,10.4
2023-01-12 12:00:00,4,industrial,1,3,12,winter,0,None,97.5,6.5
2023-01-12 12:00:00,5,residential,1,3,12,winter,0,None,65.4,4.4
2023-01-12 12:00:00,6,commercial,1,3,12,winter,0,None,105.0,7.0
2023-01-12 18:00:00,1,commercial,1,3,18,winter,0,None,142.7,9.5
2023-01-12 18:00:00,2,residential,1,3,18,winter,0,None,105.6,7.0
2023-01-12 18:00:00,3,market,1,3,18,winter,0,None,281.1,18.7
2023-01-12 18:00:00,4,industrial,1,3,18,winter,0,None,162.0,10.8
2023-01-12 18:00:00,5,residential,1,3,18,winter,0,None,109.5,7.3
2023-01-12 18:00:00,6,commercial,1,3,18,winter,0,None,157.3,10.5
2023-01-12 22:00:00,1,commercial,1,3,22,winter,0,None,129.9,8.7
2023-01-12 22:00:00,2,residential,1,3,22,winter,0,None,52.9,3.5
2023-01-12 22:00:00,3,market,1,3,22,winter,0,None,313.4,20.9
2023-01-12 22:00:00,4,industrial,1,3,22,winter,0,None,105.2,7.0
2023-01-12 22:00:00,5,residential,1,3,22,winter,0,None,75.5,5.0
2023-01-12 22:00:00,6,commercial,1,3,22,winter,0,None,213.6,14.2
2023-01-13 06:00:00,1,commercial,1,4,6,winter,1,Makar Sankranti,107.0,7.1
2023-01-13 06:00:00,2,residential,1,4,6,winter,1,Makar Sankranti,170.2,11.3
2023-01-13 06:00:00,3,market,1,4,6,winter,1,Makar Sankranti,160.1,10.7
2023-01-13 06:00:00,4,industrial,1,4,6,winter,1,Makar Sankranti,108.3,7.2
2023-01-13 06:00:00,5,residential,1,4,6,winter,1,Makar Sankranti,222.3,14.8
2023-01-13 06:00:00,6,commercial,1,4,6,winter,1,Makar Sankranti,101.0,6.7
2023-01-13 12:00:00,1,commercial,1,4,12,winter,1,Makar Sankranti,95.1,6.3
2023-01-13 12:00:00,2,residential,1,4,12,winter,1,Makar Sankranti,113.4,7.6
2023-01-13 12:00:00,3,market,1,4,12,winter,1,Makar Sankranti,215.9,14.4
2023-01-13 12:00:00,4,industrial,1,4,12,winter,1,Makar Sankranti,111.7,7.4
2023-01-13 12:00:00,5,residential,1,4,12,winter,1,Makar Sankranti,137.7,9.2
2023-01-13 12:00:00,6,commercial,1,4,12,winter,1,Makar Sankranti,118.8,7.9
2023-01-13 18:00:00,1,commercial,1,4,18,winter,1,Makar Sankranti,129.4,8.6
2023-01-13 18:00:00,2,residential,1,4,18,winter,1,Makar Sankranti,180.6,12.0
2023-01-13 18:00:00,3,market,1,4,18,winter,1,Makar Sankranti,272.4,18.2
2023-01-13 18:00:00,4,industrial,1,4,18,winter,1,Makar Sankranti,208.3,13.9
2023-01-13 18:00:00,5,residential,1,4,18,winter,1,Makar Sankranti,250.9,16.7
2023-01-13 18:00:00,6,commercial,1,4,18,winter,1,Makar Sankranti,182.7,12.2
2023-01-13 22:00:00,1,commercial,1,4,22,winter,1,Makar Sankranti,187.3,12.5
2023-01-13 22:00:00,2,residential,1,4,22,winter,1,Makar Sankranti,118.4,7.9
2023-01-13 22:00:00,3,market,1,4,22,winter,1,Makar Sankranti,361.8,24.1
2023-01-13 22:00:00,4,industrial,1,4,22,winter,1,Makar Sankranti,98.1,6.5
2023-01-13 22:00:00,5,residential,1,4,22,winter,1,Makar Sankranti,144.6,9.6
2023-01-13 22:00:00,6,commercial,1,4,22,winter,1,Makar Sankranti,187.0,12.5
2023-01-14 06:00:00,1,commercial,1,5,6,winter,1,Makar Sankranti,142.4,9.5
2023-01-14 06:00:00,2,residential,1,5,6,winter,1,Makar Sankranti,173.9,11.6
2023-01-14 06:00:00,3,market,1,5,6,winter,1,Makar Sankranti,182.5,12.2
2023-01-14 06:00:00,4,industrial,1,5,6,winter,1,Makar Sankranti,71.2,4.7
2023-01-14 06:00:00,5,residential,1,5,6,winter,1,Makar Sankranti,241.4,16.1
2023-01-14 06:00:00,6,commercial,1,5,6,winter,1,Makar Sankranti,149.4,10.0
2023-01-14 12:00:00,1,commercial,1,5,12,winter,1,Makar Sankranti,115.4,7.7
2023-01-14 12:00:00,2,residential,1,5,12,winter,1,Makar Sankranti,97.9,6.5
2023-01-14 12:00:00,3,market,1,5,12,winter,1,Makar Sankranti,209.0,13.9
2023-01-14 12:00:00,4,industrial,1,5,12,winter,1,Makar Sankranti,69.4,4.6
2023-01-14 12:00:00,5,residential,1,5,12,winter,1,Makar Sankranti,126.8,8.5
2023-01-14 12:00:00,6,commercial,1,5,12,winter,1,Makar Sankranti,184.9,12.3
2023-01-14 18:00:00,1,commercial,1,5,18,winter,1,Makar Sankranti,227.6,15.2
2023-01-14 18:00:00,2,residential,1,5,18,winter,1,Makar Sankranti,185.9,12.4
2023-01-14 18:00:00,3,market,1,5,18,winter,1,Makar Sankranti,244.3,16.3
2023-01-14 18:00:00,4,industrial,1,5,18,winter,1,Makar Sankranti,75.7,5.0
2023-01-14 18:00:00,5,residential,1,5,18,winter,1,Makar Sankranti,237.6,15.8
2023-01-14 18:00:00,6,commercial,1,5,18,winter,1,Makar Sankranti,244.6,16.3
2023-01-14 22:00:00,1,commercial,1,5,22,winter,1,Makar Sankranti,199.8,13.3
2023-01-14 22:00:00,2,residential,1,5,22,winter,1,Makar Sankranti,105.6,7.0
2023-01-14 22:00:00,3,market,1,5,22,winter,1,Makar Sankranti,368.8,24.6
2023-01-14 22:00:00,4,industrial,1,5,22,winter,1,Makar Sankranti,52.2,3.5
2023-01-14 22:00:00,5,residential,1,5,22,winter,1,Makar Sankranti,123.6,8.2
2023-01-14 22:00:00,6,commercial,1,5,22,winter,1,Makar Sankranti,336.4,22.4
2023-01-15 06:00:00,1,commercial,1,6,6,winter,1,Makar Sankranti,145.5,9.7
2023-01-15 06:00:00,2,residential,1,6,6,winter,1,Makar Sankranti,200.9,13.4
2023-01-15 06:00:00,3,market,1,6,6,winter,1,Makar Sankranti,175.5,11.7
2023-01-15 06:00:00,4,industrial,1,6,6,winter,1,Makar Sankranti,61.2,4.1
2023-01-15 06:00:00,5,residential,1,6,6,winter,1,Makar Sankranti,202.4,13.5
2023-01-15 06:00:00,6,commercial,1,6,6,winter,1,Makar Sankranti,184.1,12.3
2023-01-15 12:00:00,1,commercial,1,6,12,winter,1,Makar Sankranti,116.6,7.8
